cluster_id,application_id,app_number,start_time,end_time
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:40,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:40,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:40,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:40,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:40,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:44,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:44,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:44,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:45,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:45,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:50,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:50,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:50,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:50,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:50,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:55,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:55,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:55,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:55,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:14:55,2015-09-01 18:19:50
1440487435730,application_1440487435730_0039,0039,2015-09-01 18:15:00,2015-09-01 18:19:50
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:21,2016-04-07 10:45:52
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:21,2016-04-07 10:45:52
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:33,2016-04-07 10:46:04
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:34,2016-04-07 10:46:04
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:53,2016-04-07 10:46:24
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:45:53,2016-04-07 10:46:24
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:00,2016-04-07 10:46:31
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:00,2016-04-07 10:46:31
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:01,2016-04-07 11:21:43
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:03,2016-04-07 11:21:43
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:05,2016-04-07 11:21:55
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:11,2016-04-07 10:46:41
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:11,2016-04-07 10:46:41
1448006111297,application_1448006111297_0137,0137,2016-04-07 10:46:14,2016-04-07 11:21:55
